% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338197V  K_gimbal=26.049690  samples=12001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
       12.5105830000        90.0573555606         2.8287602973         1.3608102703         4.7591032674         0.5890776926        -0.5890776926         1.5473456233
       12.5155184000        80.8752643061         2.8182237038         1.3633625971         4.7693107773         0.6555650169        -0.6555650169         1.5422432292
       12.5204701000        87.9320726816         2.8263265032         1.3557056165         4.7718626547         0.4561030442        -0.4561030442         1.5422432292
       12.5262431000        63.0733613083         2.7976245583         1.3684672508         4.7871739195         0.7885396653        -0.7885396653         1.5345896380
       12.5306305000        73.2059054468         2.8093781484         1.3582579434         4.7973814293         0.5225903684        -0.5225903684         1.5345896380
       12.5354833000        64.5860937035         2.7993843510         1.3608102703         4.7999333068         0.5890776926        -0.5890776926         1.5167312584
       12.5405196000        51.2037076637         2.7837515936         1.3659149240         4.8177964490         0.7220523411        -0.7220523411         1.5243848497
       12.5455032000        53.4979417427         2.7864422233         1.3608102703         4.8229002039         0.5890776926        -0.5890776926         1.5345896380
       12.5504839000        44.3158504882         2.7756460981         1.3633625971         4.8382114687         0.6555650169        -0.6555650169         1.5269360467
       12.5554948000        47.1723640785         2.7790126747         1.3582579434         4.8331077137         0.5225903684        -0.5225903684         1.5269360467
       12.5606491000        38.5525523352         2.7688311535         1.3608102703         4.8484189785         0.5890776926        -0.5890776926         1.5141800613
       12.5657994000        41.9713454366         2.7728774612         1.3557056165         4.8484189785         0.4561030442        -0.4561030442         1.5243848497
       12.5705311000        29.7135184192         2.7583185099         1.3608102703         4.8611783658         0.5890776926        -0.5890776926         1.5218336526
       12.5755979000        20.5314271647         2.7473162216         1.3633625971         4.8764896306         0.6555650169        -0.6555650169         1.5090776672
       12.5804953000        14.9873511843         2.6872010205         1.3633625971         4.8764896306         0.6555650169        -0.6555650169         1.5141800613
       12.5856855000        30.4447491305         2.7591910622         1.3506009628         4.8764896306         0.3231283957        -0.3231283957         1.5039752730
       12.5905026000        15.1111863502         2.6886703423         1.3582579434         4.8866971404         0.5225903684        -0.5225903684         1.5039752730
       12.5957445000        19.0922589628         2.7359063328         1.3531532897         4.8892490178         0.3896157200        -0.3896157200         1.4988728789
       12.6005721000         7.3967114566         2.5971370050         1.3582579434         4.8994565277         0.5225903684        -0.5225903684         1.4988728789
       12.6056496000        23.9786684251         2.7514568521         1.3454963091         4.8969046502         0.1901537473        -0.1901537473         1.4912192877
       12.6105572000        22.3705490231         2.7495267920         1.3454963091         4.9045602826         0.1901537473        -0.1901537473         1.4912192877
       12.6154683000        20.7624296211         2.7475940721         1.3454963091         4.9122159150         0.1901537473        -0.1901537473         1.4861168935
       12.6208304000        19.1543102190         2.7366425797         1.3454963091         4.9147677924         0.1901537473        -0.1901537473         1.4810144994
       12.6258952000         0.7450116758         2.5182136449         1.3557056165         4.9224234248         0.4561030442        -0.4561030442         1.4810144994
       12.6304834000        13.6889533702         2.6717953466         1.3454963091         4.9147677924         0.1901537473        -0.1901537473         1.4759121052
       12.6363626000        20.4814235388         2.7472560698         1.3403916554         4.9147677924         0.0571790988        -0.0571790988         1.4759121052
       12.6415215000        -1.0036107673         2.4974659919         1.3531532897         4.9326309346         0.3896157200        -0.3896157200         1.4733609081
       12.6455130000        16.7029052236         2.7075563122         1.3403916554         4.9224234248         0.0571790988        -0.0571790988         1.4759121052
       12.6504801000        41.4211135558         2.7722269635         1.3250776943         4.9326309346        -0.3417448465         0.3417448465         1.4784633023
       12.6557704000        35.9106406727         2.7656968488         1.3301823480         4.9275271797        -0.2087701981         0.2087701981         1.4784633023
       12.6610070000        33.4759035525         2.7628024612         1.3327346748         4.9249753023        -0.1422828738         0.1422828738         1.4835656964
       12.6656180000        26.2785921359         2.7542126392         1.3378393285         4.9198715474        -0.0093082254         0.0093082254         1.4682585140
       12.6704977000         1.1555425557         2.5230846519         1.3531532897         4.9249753023         0.3896157200        -0.3896157200         1.4555025286
       12.6758843000       -10.5400049505         2.3843153241         1.3582579434         4.9275271797         0.5225903684        -0.5225903684         1.4555025286
       12.6805792000         1.8416572327         2.5312254998         1.3480486360         4.9351828121         0.2566410715        -0.2566410715         1.4606049228
       12.6855006000         8.0718478901         2.6051475944         1.3429439823         4.9198715474         0.1236664231        -0.1236664231         1.4606049228
       12.6904832000        19.6268923551         2.7422498337         1.3352870017         4.9198715474        -0.0757955496         0.0757955496         1.4708097111
       12.6956516000        24.4681857832         2.7520438450         1.3327346748         4.9198715474        -0.1422828738         0.1422828738         1.4631561198
       12.7006676000         8.8702847960         2.6146211614         1.3429439823         4.9249753023         0.1236664231        -0.1236664231         1.4657073169
       12.7058717000         3.6241501198         2.5523750304         1.3454963091         4.9249753023         0.1901537473        -0.1901537473         1.4606049228
       12.7110163000        18.8172098590         2.7326428362         1.3352870017         4.9351828121        -0.0757955496         0.0757955496         1.4657073169
       12.7163870000        11.0576189312         2.6405741907         1.3403916554         4.9300790572         0.0571790988        -0.0571790988         1.4606049228
       12.7212442000        18.9746481222         2.7345108635         1.3352870017         4.9224234248        -0.0757955496         0.0757955496         1.4708097111
       12.7257793000        19.6156467649         2.7421164032         1.3352870017         4.9300790572        -0.0757955496         0.0757955496         1.4606049228
       12.7305080000        11.8560558371         2.6500477577         1.3403916554         4.9300790572         0.0571790988        -0.0571790988         1.4733609081
       12.7354662000         7.1722006722         2.5944731527         1.3429439823         4.9351828121         0.1236664231        -0.1236664231         1.4631561198
       12.7405903000        27.1278347078         2.7552288596         1.3301823480         4.9224234248        -0.2087701981         0.2087701981         1.4657073169
       12.7464100000        28.8933923730         2.7573392546         1.3301823480         4.9249753023        -0.2087701981         0.2087701981         1.4682585140
       12.7507638000         5.4571813263         2.5741242053         1.3454963091         4.9300790572         0.1901537473        -0.1901537473         1.4682585140
       12.7559831000        24.8505358508         2.7525021613         1.3327346748         4.9275271797        -0.1422828738         0.1422828738         1.4657073169
       12.7607458000        26.0538140048         2.7539435439         1.3327346748         4.9249753023        -0.1422828738         0.1422828738         1.4657073169
       12.7656581000         2.0553234469         2.5337606797         1.3480486360         4.9326309346         0.2566410715        -0.2566410715         1.4606049228
       12.7705949000        16.6861036749         2.7073569595         1.3378393285         4.9300790572        -0.0093082254         0.0093082254         1.4759121052
       12.7764698000        16.7648228065         2.7082909731         1.3378393285         4.9300790572        -0.0093082254         0.0093082254         1.4657073169
       12.7806755000         8.4429523675         2.6095508016         1.3429439823         4.9377346896         0.1236664231        -0.1236664231         1.4657073169
       12.7854795000        11.5974072619         2.6469788557         1.3403916554         4.9326309346         0.0571790988        -0.0571790988         1.4708097111
       12.7904776000         2.7132573117         2.5415671582         1.3454963091         4.9300790572         0.1901537473        -0.1901537473         1.4606049228
       12.7955119000        13.7060222656         2.6719978714         1.3378393285         4.9300790572        -0.0093082254         0.0093082254         1.4708097111
       12.8005373000         1.1838570413         2.5234206073         1.3454963091         4.9300790572         0.1901537473        -0.1901537473         1.4631561198
       12.8055283000        -0.4242623608         2.5043400428         1.3454963091         4.9377346896         0.1901537473        -0.1901537473         1.4682585140
       12.8107552000         6.3682078078         2.5849336635         1.3403916554         4.9300790572         0.0571790988        -0.0571790988         1.4733609081
       12.8155420000        14.2852369988         2.6788703363         1.3352870017         4.9300790572        -0.0757955496         0.0757955496         1.4733609081
       12.8204825000         6.5256460710         2.5868016908         1.3403916554         4.9224234248         0.0571790988        -0.0571790988         1.4657073169
       12.8258476000        -2.3585038793         2.4813899932         1.3454963091         4.9351828121         0.1901537473        -0.1901537473         1.4606049228
       12.8306546000        -3.9666232813         2.4623094287         1.3454963091         4.9351828121         0.1901537473        -0.1901537473         1.4657073169
       12.8355571000        -1.3744478980         2.4930659568         1.3429439823         4.9377346896         0.1236664231        -0.1236664231         1.4580537257
       12.8404560000         1.7800069965         2.5304940110         1.3403916554         4.9300790572         0.0571790988        -0.0571790988         1.4657073169
       12.8456804000         1.2964466169         2.5247564986         1.3403916554         4.9300790572         0.0571790988        -0.0571790988         1.4606049228
       12.8505355000       -11.7879981187         2.3695077084         1.3480486360         4.9351828121         0.2566410715        -0.2566410715         1.4631561198
       12.8558632000       -13.9583970319         2.3437556179         1.3480486360         4.9351828121         0.2566410715        -0.2566410715         1.4631561198
       12.8608067000        -3.5279115892         2.4675148051         1.3403916554         4.9300790572         0.0571790988        -0.0571790988         1.4555025286
       12.8659422000        -8.2117667541         2.4119402001         1.3429439823         4.9300790572         0.1236664231        -0.1236664231         1.4606049228
       12.8706172000        -9.2576066449         2.3995311617         1.3429439823         4.9300790572         0.1236664231        -0.1236664231         1.4555025286
       12.8756390000       -10.3034465358         2.3871221232         1.3429439823         4.9326309346         0.1236664231        -0.1236664231         1.4657073169
       12.8809351000       -36.5510551384         2.2430838665         1.3582579434         4.9351828121         0.5225903684        -0.5225903684         1.4555025286
       12.8855534000       -28.3696877405         2.2572583934         1.3506009628         4.9300790572         0.3231283957        -0.3231283957         1.4452977403
       12.8907156000       -47.9035453061         2.2238947005         1.3608102703         4.9377346896         0.5890776926        -0.5890776926         1.4504001345
       12.8955585000       -36.0841626341         2.2438848517         1.3506009628         4.9249753023         0.3231283957        -0.3231283957         1.4580537257
       12.9004776000       -51.4177254144         2.2180637866         1.3582579434         4.9351828121         0.5225903684        -0.5225903684         1.4452977403
       12.9054467000       -60.0375371577         2.2039720684         1.3608102703         4.9300790572         0.5890776926        -0.5890776926         1.4376441491
       12.9104866000       -73.4199231974         2.1826643854         1.3659149240         4.9300790572         0.7220523411        -0.7220523411         1.4452977403
       12.9155161000       -75.3259839037         2.1796837852         1.3633625971         4.9300790572         0.6555650169        -0.6555650169         1.4376441491
       12.9207163000       -51.4679963870         2.2179807402         1.3454963091         4.9275271797         0.1901537473        -0.1901537473         1.4376441491
       12.9255618000         5.7280112052         2.5773376401         1.3097637331         4.9173196699        -0.7406687919         0.7406687919         1.4248881637
       12.9307758000       -25.8108481078         2.2617530489         1.3327346748         4.9173196699        -0.1422828738         0.1422828738         1.4350929520
       12.9370507000       -37.2084543097         2.2419576593         1.3403916554         4.9096640375         0.0571790988        -0.0571790988         1.4197857695
       12.9408717000       -37.6920146894         2.2411304550         1.3403916554         4.9045602826         0.0571790988        -0.0571790988         1.4274393608
       12.9455407000       -38.1755750690         2.2403042614         1.3403916554         4.9096640375         0.0571790988        -0.0571790988         1.4223369666
       12.9505193000       -42.8594302339         2.2323534671         1.3429439823         4.8969046502         0.1236664231        -0.1236664231         1.4172345725
       12.9554835000       -31.3043857688         2.2521398091         1.3352870017         4.8918008953        -0.0757955496         0.0757955496         1.4197857695
       12.9618030000       -55.8651558379         2.2107561762         1.3506009628         4.8841452629         0.3231283957        -0.3231283957         1.4172345725
       12.9656102000       -37.5963603358         2.2412940062         1.3378393285         4.8790415080        -0.0093082254         0.0093082254         1.4146833754
       12.9705146000       -50.1185255601         2.2202136006         1.3454963091         4.8841452629         0.1901537473        -0.1901537473         1.4197857695
       12.9755802000       -64.3275293180         2.1970675160         1.3531532897         4.8790415080         0.3896157200        -0.3896157200         1.4044785871
       12.9804955000       -71.8227820389         2.1851721311         1.3557056165         4.8739377531         0.4561030442        -0.4561030442         1.3917226017
       12.9856341000      -117.6829673387         2.1166159175         1.3812288851         4.8739377531         1.1209762865        -1.1209762865         1.3840690105
       12.9904820000      -106.1615259710         2.1332047944         1.3684672508         4.8611783658         0.7885396653        -0.7885396653         1.3662106309
       12.9956256000      -142.2322244708         2.0825109018         1.3863335388         4.8637302433         1.2539509349        -1.2539509349         1.3636594339
       13.0004600000      -123.4347525549         2.1084788872         1.3684672508         4.8433152236         0.7885396653        -0.7885396653         1.3662106309
       13.0054997000      -134.3036823429         2.0933511797         1.3710195777         4.8433152236         0.8550269896        -0.8550269896         1.3636594339
