% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 3
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
20.9250000000        -0.4625043167        -1.0673212116        -0.7843288015       
20.9300000000        -0.4650147167        -1.0731144617        -0.7843288014       
20.9350000000        -0.4675038000        -1.0788585193        -0.7843288015       
20.9400000000        -0.4700036667        -1.0846274616        -0.9173034499       
20.9450000000        -0.4725042167        -1.0903979808        -0.9173034499       
20.9500000000        -0.4750258667        -1.0962171925        -0.8951410085       
20.9550000000        -0.4775046667        -1.1019375193        -0.8286536843       
20.9600000000        -0.4800047167        -1.1077068846        -0.8286536843       
20.9650000000        -0.4825043667        -1.1134753270        -0.8286536842       
20.9700000000        -0.4850040833        -1.1192439231        -1.0059532155       
20.9750000000        -0.4875034667        -1.1250117500        -0.8729785671       
20.9800000000        -0.4900090000        -1.1307937693        -0.9616283327       
20.9850000000        -0.4925242667        -1.1365982502        -0.9394658913       
20.9900000000        -0.4950036167        -1.1423198462        -0.9394658913       
20.9950000000        -0.4975043500        -1.1480907885        -0.9837907741       
21.0000000000        -0.5000229167        -1.1539028848        -0.9394658913       
21.0050000000        -0.5025039500        -1.1596283654        -1.0281156570       
21.0100000000        -0.5050043500        -1.1653985385        -0.9394658913       
21.0150000000        -0.5075041333        -1.1711672885        -0.9394658913       
21.0200000000        -0.5100041000        -1.1769364616        -1.0724405398       
21.0250000000        -0.5125040667        -1.1827056347        -0.8064912429       
21.0300000000        -0.5150085167        -1.1884851539        -1.0281156570       
21.0350000000        -0.5175034833        -1.1942427885        -0.9837907741       
21.0400000000        -0.5200037500        -1.2000126539        -0.9394658913       
21.0450000000        -0.5225033667        -1.2057810192        -1.0281156569       
21.0500000000        -0.5250027833        -1.2115489231        -0.9616283327       
21.0550000000        -0.5275020833        -1.2173165577        -1.0724405398       
21.0600000000        -0.5300024833        -1.2230867308        -0.9616283327       
21.0650000000        -0.5325034167        -1.2288581347        -0.8064912429       
21.0700000000        -0.5350035833        -1.2346277692        -1.0059532155       
21.0750000000        -0.5375037000        -1.2403972885        -0.9616283327       
21.0800000000        -0.5400037500        -1.2461666539        -1.0281156570       
21.0850000000        -0.5425032667        -1.2519347885        -1.0281156569       
21.0900000000        -0.5450023667        -1.2577019616        -0.9837907741       
21.0950000000        -0.5475023500        -1.2634711731        -1.0281156569       
21.1000000000        -0.5500025833        -1.2692409615        -0.8951410085       
21.1050000000        -0.5525025833        -1.2750102116        -1.0502780983       
21.1100000000        -0.5550028667        -1.2807801154        -0.9394658913       
21.1150000000        -0.5575032333        -1.2865502116        -1.2054151882       
21.1200000000        -0.5600031167        -1.2923191923        -0.9837907741       
21.1250000000        -0.5625037833        -1.2980899808        -1.0059532155       
21.1300000000        -0.5650026667        -1.3038566538        -1.0281156569       
21.1350000000        -0.5675029000        -1.3096264423        -1.2054151882       
21.1400000000        -0.5700039000        -1.3153980000        -1.1167654226       
21.1450000000        -0.5725035500        -1.3211664423        -1.0724405398       
21.1500000000        -0.5750029167        -1.3269342308        -1.0502780984       
21.1550000000        -0.5775041000        -1.3327062116        -1.0059532155       
21.1600000000        -0.5800032167        -1.3384734231        -0.9837907741       
21.1650000000        -0.5825039167        -1.3442442885        -1.0281156570       
21.1700000000        -0.5850044500        -1.3500147693        -1.1167654226       
21.1750000000        -0.5875045000        -1.3557841347        -1.1610903054       
21.1800000000        -0.5901355333        -1.3618557703        -0.9616283327       
21.1850000000        -0.5925039167        -1.3673212885        -1.1610903054       
21.1900000000        -0.5950127167        -1.3731108463        -0.9616283327       
21.1950000000        -0.5975046500        -1.3788614808        -1.2275776297       
21.2000000000        -0.6000235333        -1.3846743079        -1.1167654226       
21.2050000000        -0.6025045833        -1.3903998270        -1.1167654226       
21.2100000000        -0.6050129500        -1.3961883847        -1.3605522781       
21.2150000000        -0.6075045833        -1.4019383270        -1.1389278640       
21.2200000000        -0.6100308500        -1.4077681926        -1.1832527468       
21.2250000000        -0.6125045167        -1.4134766731        -1.1389278640       
21.2300000000        -0.6150033500        -1.4192432308        -1.2054151882       
21.2350000000        -0.6175057167        -1.4250179424        -1.1389278640       
21.2400000000        -0.6200115167        -1.4308005770        -1.2054151883       
21.2450000000        -0.6225054833        -1.4365559039        -1.2275776296       
21.2500000000        -0.6250056333        -1.4423255000        -1.0724405398       
21.2550000000        -0.6275064833        -1.4480967116        -1.3383898367       
21.2600000000        -0.6300062500        -1.4538654231        -1.2719025125       
21.2650000000        -0.6325048500        -1.4596314423        -1.2497400711       
21.2700000000        -0.6350051833        -1.4654014616        -1.1610903054       
21.2750000000        -0.6375052833        -1.4711709423        -1.1832527468       
21.2800000000        -0.6400064833        -1.4769429616        -1.1610903054       
21.2850000000        -0.6425040167        -1.4827065193        -1.2054151882       
21.2900000000        -0.6450067500        -1.4884820770        -1.1610903054       
21.2950000000        -0.6475060167        -1.4942496347        -1.4713644851       
21.3000000000        -0.6500066667        -1.5000203847        -1.3162273953       
21.3050000000        -0.6525036333        -1.5057826346        -1.1610903054       
